Country Name,Country Code,Series Name,Series Code,2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Albania,ALB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.916,11.914,11.879,11.816,..,..
Albania,ALB,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,..,..,..,..,..,..
Albania,ALB,Coverage of social insurance programs in richest quintile (% of population),per_si_allsi.cov_q5_tot,..,..,..,..,..,..
Albania,ALB,Coverage of social protection and labor programs (% of population),per_allsp.cov_pop_tot,..,..,..,..,..,..
Albania,ALB,Coverage of social safety net programs (% of population),per_sa_allsa.cov_pop_tot,..,..,..,..,..,..
Albania,ALB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.963,7.076,7.217,7.379,..,..
Albania,ALB,Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,..,..,56.76693,..,60.21674,..
Albania,ALB,Expenditure on secondary education (% of government expenditure on education),SE.XPD.SECO.ZS,19.83156,..,21.58166,25.36938,18.62398,..
Albania,ALB,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,24.1607729474324,24.3826654387392,24.4461757489854,23.9117146844842,23.8331513066639,..
Albania,ALB,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,1.22203473,0.47732355,0.76512774,..,..,..
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,12776280961.155,13228247844.1247,11386931489.7968,11883682170.8236,13038538300.2644,..
Albania,ALB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.00000000000004,1.77000000000005,2.21999999999991,3.35000000000005,3.83554384465101,..
Albania,ALB,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,8.94513030229183,7.76081215218178,8.19454970239983,7.45507035751882,8.59412732164499,..
Albania,ALB,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..
Albania,ALB,"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,9.8000000000001,9.40000000000008,4.99999999999999,4.29999999999986,13.455279855652,..
Albania,ALB,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,5.7,5.8,5.9,6,6.1,..
Albania,ALB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,10.1,9.7,9.4,9.1,8.8,..
Albania,ALB,"Population, total",SP.POP.TOTL,2895092,2889104,2880703,2876101,2873457,..
Albania,ALB,"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,14.75715,14.29575,13.50589,12.22137,11.60265,..
Albania,ALB,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,19.12103,18.92294,18.61557,18.19844,17.94478,..
Albania,ALB,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,41.2889737241069,38.6895007576277,38.6152104692153,..,..,..
Albania,ALB,Surface area (sq. km),AG.SRF.TOTL.K2,28750,28750,28750,28750,28750,28750
Albania,ALB,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,16.5032706123389,18.3019361358269,18.5157898553099,17.5571777277223,18.8602350719885,..
Albania,ALB,Trade (% of GDP),NE.TRD.GNFS.ZS,75.8737619930477,75.4078140621585,71.8010161004583,74.669259671744,78.0814560759772,..
Albania,ALB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,15.8659000396729,17.4899997711182,17.0799999237061,..,13.75,..
Albania,ALB,Wholesale price index (2010 = 100),FP.WPI.TOTL,..,..,..,..,..,..
Algeria,DZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.1349868774414,99.2343444824219,99.3367080688477,99.439567565918,..,..
Algeria,DZA,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,..,..,99.2671,99.23121,99.44293,..
Algeria,DZA,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,2.24931716358424,1.66129708303977,-2.76044170117467,-4.13398193588279,..,..
Algeria,DZA,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,0.18847875467209,-0.352395584118895,-4.60959309801964,-5.8681049935129,..,..
Algeria,DZA,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,4.4671956,4.4671956,4.4671956,4.4671956,..,..
Algeria,DZA,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,46.38041303,44.13877566,36.80385887,35.52823676,..,..
Algeria,DZA,Age dependency ratio (% of working-age population),SP.POP.DPND,50.6006358539198,51.596999773147,52.7249187566745,53.9078874261101,55.0282166293324,..
Algeria,DZA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,24.945,24.522,23.9,23.132,..,..
Algeria,DZA,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,..,..,..,..,..,..
Algeria,DZA,Coverage of social insurance programs in richest quintile (% of population),per_si_allsi.cov_q5_tot,..,..,..,..,..,..
Algeria,DZA,Coverage of social protection and labor programs (% of population),per_allsp.cov_pop_tot,..,..,..,..,..,..
Algeria,DZA,Coverage of social safety net programs (% of population),per_sa_allsa.cov_pop_tot,..,..,..,..,..,..
Algeria,DZA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.779,4.778,4.773,4.765,..,..
Algeria,DZA,Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,..,..,..,..,..,..
Algeria,DZA,Expenditure on secondary education (% of government expenditure on education),SE.XPD.SECO.ZS,..,..,..,..,..,..
Algeria,DZA,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..
Algeria,DZA,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,0.01250365,0.03183792,0.02604974,..,..,..
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,209755003250.664,213810022462.428,165979277276.907,160129866569.935,167555280113.181,..
Algeria,DZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.76763886677112,3.78912121166823,3.76346695783126,3.29999999975597,1.60000000052275,..
Algeria,DZA,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,46.1995711085572,43.8468916570796,37.4289678801955,36.634345612344,37.5361408087886,..
Algeria,DZA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..
Algeria,DZA,"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,-2.90801616609444,0.747899174392217,1.84288495687011,6.02719147163479,0.0652300565231059,..
Algeria,DZA,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,15.9,15.7,15.5,15.2,14.9,..
Algeria,DZA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,25.7,25.3,24.9,24.5,24,..
Algeria,DZA,"Population, total",SP.POP.TOTL,38338562,39113313,39871528,40606052,41318142,..
Algeria,DZA,"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,..,..,..,..,..,..
Algeria,DZA,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,23.26105,23.66406,23.83613,24.2355,24.22505,..
Algeria,DZA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,0.140451784823769,0.0686404751413344,0.0589586840918149,..,..,..
Algeria,DZA,Surface area (sq. km),AG.SRF.TOTL.K2,2381740,2381740,2381740,2381740,2381740,2381740
Algeria,DZA,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..,..
Algeria,DZA,Trade (% of GDP),NE.TRD.GNFS.ZS,63.610823583416,62.1457767636783,59.6951291204194,55.8922435232785,56.1403520848947,..
Algeria,DZA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,9.81999969482422,10.207200050354,11.2061004638672,10.2024002075195,13.5699996948242,..
Algeria,DZA,Wholesale price index (2010 = 100),FP.WPI.TOTL,..,..,..,..,..,..
American Samoa,ASM,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..
American Samoa,ASM,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,..,..,..,..,..,..
American Samoa,ASM,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,..,..,..,..,..,..
American Samoa,ASM,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..
American Samoa,ASM,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,11.760709,11.760709,11.760709,11.760709,..,..
American Samoa,ASM,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,..,..,..,..,..,..
American Samoa,ASM,Age dependency ratio (% of working-age population),SP.POP.DPND,..,..,..,..,..,..
American Samoa,ASM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,..,17.5,..,..,..,..
American Samoa,ASM,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,..,..,..,..,..,..
American Samoa,ASM,Coverage of social insurance programs in richest quintile (% of population),per_si_allsi.cov_q5_tot,..,..,..,..,..,..
American Samoa,ASM,Coverage of social protection and labor programs (% of population),per_allsp.cov_pop_tot,..,..,..,..,..,..
American Samoa,ASM,Coverage of social safety net programs (% of population),per_sa_allsa.cov_pop_tot,..,..,..,..,..,..
American Samoa,ASM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,..,4.2,..,..,..,..
American Samoa,ASM,Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,..,..,..,..,..,..
American Samoa,ASM,Expenditure on secondary education (% of government expenditure on education),SE.XPD.SECO.ZS,..,..,..,..,..,..
American Samoa,ASM,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..
American Samoa,ASM,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,..,..,..,..,..,..
American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,641000000,643000000,661000000,653000000,634000000,..
American Samoa,ASM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.75650842266464,0.944881889763806,1.24804992199688,-2.61941448382126,-5.37974683544303,..
American Samoa,ASM,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,..,..,..,..,..,..
American Samoa,ASM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..
American Samoa,ASM,"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,..,..,..,..,..,..
American Samoa,ASM,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,..,..,..,..,..,..
American Samoa,ASM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,..,..,..,..,..
American Samoa,ASM,"Population, total",SP.POP.TOTL,55307,55437,55537,55599,55641,..
American Samoa,ASM,"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,..,..,..,..,..,..
American Samoa,ASM,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,..,..,..,..,..,..
American Samoa,ASM,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,0.70314054045633,0.700882415260351,0.885478201974834,..,..,..
American Samoa,ASM,Surface area (sq. km),AG.SRF.TOTL.K2,200,200,200,200,200,200
American Samoa,ASM,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..,..
American Samoa,ASM,Trade (% of GDP),NE.TRD.GNFS.ZS,171.294851794072,171.695178849145,163.993948562784,162.480857580398,150.157728706625,..
American Samoa,ASM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..
American Samoa,ASM,Wholesale price index (2010 = 100),FP.WPI.TOTL,..,..,..,..,..,..
Andorra,AND,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,..,..
Andorra,AND,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,..,..,..,..,..,..
Andorra,AND,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,..,..,..,..,..,..
Andorra,AND,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..
Andorra,AND,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,2.44,2.44,2.44,2.44,..,..
Andorra,AND,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,..,..,..,..,..,..
Andorra,AND,Age dependency ratio (% of working-age population),SP.POP.DPND,..,..,..,..,..,..
Andorra,AND,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,..,..,..,8.8,..,..
Andorra,AND,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,..,..,..,..,..,..
Andorra,AND,Coverage of social insurance programs in richest quintile (% of population),per_si_allsi.cov_q5_tot,..,..,..,..,..,..
Andorra,AND,Coverage of social protection and labor programs (% of population),per_allsp.cov_pop_tot,..,..,..,..,..,..
Andorra,AND,Coverage of social safety net programs (% of population),per_sa_allsa.cov_pop_tot,..,..,..,..,..,..
Andorra,AND,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,..,..,..,4.3,..,..
Andorra,AND,Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,32.14382,22.28986,22.07571,21.50379,22.04794,..
Andorra,AND,Expenditure on secondary education (% of government expenditure on education),SE.XPD.SECO.ZS,35.24732,20.50635,24.91345,23.97025,24.76438,..
Andorra,AND,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..
Andorra,AND,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,..,..,..,..,..,..
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,3281585236.32501,3350736367.25488,2811489408.89431,2877311946.90265,3012914131.16971,..
Andorra,AND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.35164500185077,2.2776831530642,0.842203518374134,1.8891243866394,1.87319661596115,..
Andorra,AND,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,..,..,..,..,..,..
Andorra,AND,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..
Andorra,AND,"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,..,..,..,..,..,..
Andorra,AND,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,1.6,1.6,1.5,1.5,1.4,..
Andorra,AND,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,3.7,3.6,3.5,3.4,3.3,..
Andorra,AND,"Population, total",SP.POP.TOTL,80788,79223,78014,77281,76965,..
Andorra,AND,"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,7.80663,8.65531,8.07904,7.94434,8.22711,..
Andorra,AND,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,9.33028,9.51990999999999,9.93795,10.06635,10.5,..
Andorra,AND,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,19.5636980308198,19.8863229427674,19.7478086257358,..,..,..
Andorra,AND,Surface area (sq. km),AG.SRF.TOTL.K2,470,470,470,470,470,470
Andorra,AND,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..,..
Andorra,AND,Trade (% of GDP),NE.TRD.GNFS.ZS,..,..,..,..,..,..
Andorra,AND,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..
Andorra,AND,Wholesale price index (2010 = 100),FP.WPI.TOTL,..,..,..,..,..,..
Angola,AGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,36.9904899597168,32,42,40.5206069946289,..,..
Angola,AGO,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,..,..,..,..,..,..
Angola,AGO,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,22.6362202974418,7.76561037333947,10.4848834385896,2.61501393452414,..,..
Angola,AGO,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,18.3805189107322,4.0742377488416,6.76162051144182,-0.783082867159763,..,..
Angola,AGO,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,3.57,3.57,3.57,3.57,..,..
Angola,AGO,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,23.22159537,13.31383587,-0.451391478,3.061930884,..,..
Angola,AGO,Age dependency ratio (% of working-age population),SP.POP.DPND,98.349429018528,97.9975964155112,97.5761986937093,97.2742116775173,96.8985180613422,..
Angola,AGO,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,43.446,42.864,42.321,41.819,..,..
Angola,AGO,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,..,..,..,..,..,..
Angola,AGO,Coverage of social insurance programs in richest quintile (% of population),per_si_allsi.cov_q5_tot,..,..,..,..,..,..
Angola,AGO,Coverage of social protection and labor programs (% of population),per_allsp.cov_pop_tot,..,..,..,..,..,..
Angola,AGO,Coverage of social safety net programs (% of population),per_sa_allsa.cov_pop_tot,..,..,..,..,..,..
Angola,AGO,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.176,8.899,8.683,8.513,..,..
Angola,AGO,Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,..,..,..,..,..,..
Angola,AGO,Expenditure on secondary education (% of government expenditure on education),SE.XPD.SECO.ZS,..,..,..,..,..,..
Angola,AGO,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,28.2092383291034,27.967359355335,20.818831842683,17.5116635350998,16.6711371453758,..
Angola,AGO,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,2.64156591,3.26110929,2.7696619,..,..,..
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,136709862831.308,145712200312.505,116193649124.475,101123851090.473,122123822333.73,..
Angola,AGO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.9545904758326,4.82262555140882,0.94357561306073,-2.58009724295775,-0.147207422348259,..
Angola,AGO,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,40.8252073439375,37.5575968635396,30.8231673301691,30.0935222813957,29.8816832372997,..
Angola,AGO,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,77.43113,..,..,..,..
Angola,AGO,"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,7.72425350688899,-9.91694608684402,12.0243365280067,11.6381105550182,..,..
Angola,AGO,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,32.7,31.6,30.6,29.9,29.1,..
Angola,AGO,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,99.2,93.6,88.9,84.6,81.1,..
Angola,AGO,"Population, total",SP.POP.TOTL,25998340,26920466,27859305,28813463,29784193,..
Angola,AGO,"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,..,..,..,26.76619,..,..
Angola,AGO,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,..,..,50.02951,..,..,..
Angola,AGO,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,50.6861160063949,50.7974606805424,49.5682103295777,..,..,..
Angola,AGO,Surface area (sq. km),AG.SRF.TOTL.K2,1246700,1246700,1246700,1246700,1246700,1246700
Angola,AGO,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,14.1847631369042,13.5426301621262,11.0020191366716,9.73251223441435,9.22377745370769,..
Angola,AGO,Trade (% of GDP),NE.TRD.GNFS.ZS,86.8119307835057,79.3329275089076,62.8885207849744,53.3701552785783,52.2568214486025,..
Angola,AGO,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,0.0299999993294477,..,..,..,..
Angola,AGO,Wholesale price index (2010 = 100),FP.WPI.TOTL,..,..,..,..,..,..
Antigua and Barbuda,ATG,Access to electricity (% of population),EG.ELC.ACCS.ZS,95.773551940918,96.2984161376953,96.8262939453125,97.3546676635742,..,..
Antigua and Barbuda,ATG,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,..,77.56211,81.47279,..,..,..
Antigua and Barbuda,ATG,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,..,..,..,..,..,..
Antigua and Barbuda,ATG,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..
Antigua and Barbuda,ATG,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,2.25,2.25,2.25,2.25,..,..
Antigua and Barbuda,ATG,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,..,..,..,..,..,..
Antigua and Barbuda,ATG,Age dependency ratio (% of working-age population),SP.POP.DPND,46.8167492120666,45.9301896539001,45.226364363055,44.8183369909778,44.5645858428399,..
Antigua and Barbuda,ATG,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,16.684,16.519,16.367,16.225,..,..
Antigua and Barbuda,ATG,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,..,..,..,..,..,..
Antigua and Barbuda,ATG,Coverage of social insurance programs in richest quintile (% of population),per_si_allsi.cov_q5_tot,..,..,..,..,..,..
Antigua and Barbuda,ATG,Coverage of social protection and labor programs (% of population),per_allsp.cov_pop_tot,..,..,..,..,..,..
Antigua and Barbuda,ATG,Coverage of social safety net programs (% of population),per_sa_allsa.cov_pop_tot,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.831,5.808,5.794,5.788,..,..
Antigua and Barbuda,ATG,Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,..,..,..,..,..,..
Antigua and Barbuda,ATG,Expenditure on secondary education (% of government expenditure on education),SE.XPD.SECO.ZS,..,..,..,..,..,..
Antigua and Barbuda,ATG,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,21.7450520273048,20.856797976206,..,..,..,..
